Distrito,Concelho,Freguesia,Partido,Voto (%),Voto,Partido,Voto (%),Voto,Partido,Voto (%),Voto,Partido,Voto (%),Voto,Partido,Voto (%),Voto,Partido,Voto (%),Voto,Partido,Voto (%),Voto,Partido,Voto (%),Voto,Partido,Voto (%),Voto,Partido,Voto (%),Voto,Partido,Voto (%),Voto,Partido,Voto (%),Voto,Partido,Voto (%),Voto,Partido,Voto (%),Voto,Partido,Voto (%),Voto,Partido,Voto (%),Voto,Partido,Voto (%),Voto,Partido,Voto (%),Voto,Partido,Voto (%),Voto,,,,,,,,,
Aveiro,Aveiro,Oliveirinha,PPD/PSD,"40,02%",924,PS,"31,23%",721,CH,"8,92%",206,IL,"5,11%",118,B.E.,"5,02%",116,CDS-PP,"2,43%",56,PCP-PEV,"1,08%",25,L,"1,00%",23,PAN,"0,87%",20,R.I.R.,"0,43%",10,PCTP/MRPP,"0,26%",6,JPP,"0,17%",4,VP,"0,13%",3,ADN,"0,09%",2,MAS,"0,09%",2,E,"0,04%",1,MPT,"0,04%",1,EMBRANCO,"1,95%",45,NULOS,"1,13%",26,,,,,,,,,
Aveiro,Aveiro,"Requeixo, Nossa Senhora de Fátima e Nariz",PPD/PSD,"43,69%",952,PS,"27,26%",594,CH,"9,64%",210,CDS-PP,"4,77%",104,B.E.,"4,73%",103,IL,"3,26%",71,PAN,"1,15%",25,PCP-PEV,"1,01%",22,L,"0,46%",10,R.I.R.,"0,41%",9,PCTP/MRPP,"0,28%",6,ADN,"0,18%",4,E,"0,14%",3,MPT,"0,14%",3,MAS,"0,09%",2,JPP,"0,05%",1,VP,"0,00%",0,EMBRANCO,"1,38%",30,NULOS,"1,38%",30,,,,,,,,,
Aveiro,Aveiro,Santa Joana,PS,"36,88%","1,522",PPD/PSD,"34,02%","1,404",CH,"6,81%",281,B.E.,"6,01%",248,IL,"5,72%",236,CDS-PP,"2,16%",89,PCP-PEV,"1,89%",78,PAN,"1,87%",77,L,"0,97%",40,R.I.R.,"0,53%",22,PCTP/MRPP,"0,36%",15,ADN,"0,22%",9,MPT,"0,15%",6,MAS,"0,12%",5,VP,"0,10%",4,E,"0,07%",3,JPP,"0,05%",2,EMBRANCO,"1,31%",54,NULOS,"0,78%",32,,,,,,,,,
Aveiro,Aveiro,São Bernardo,PPD/PSD,"36,57%","1,072",PS,"32,82%",962,IL,"7,57%",222,CH,"6,99%",205,B.E.,"5,83%",171,CDS-PP,"2,90%",85,PAN,"1,74%",51,PCP-PEV,"1,30%",38,L,"1,09%",32,R.I.R.,"0,48%",14,PCTP/MRPP,"0,24%",7,E,"0,20%",6,MPT,"0,17%",5,ADN,"0,10%",3,JPP,"0,10%",3,VP,"0,10%",3,MAS,"0,07%",2,EMBRANCO,"1,33%",39,NULOS,"0,38%",11,,,,,,,,,
Aveiro,Aveiro,São Jacinto,PS,"55,25%",221,PPD/PSD,"26,25%",105,CH,"5,00%",20,B.E.,"3,75%",15,PCP-PEV,"3,00%",12,IL,"1,50%",6,CDS-PP,"1,25%",5,L,"0,50%",2,PAN,"0,50%",2,PCTP/MRPP,"0,50%",2,MAS,"0,25%",1,VP,"0,25%",1,ADN,"0,00%",0,E,"0,00%",0,JPP,"0,00%",0,MPT,"0,00%",0,R.I.R.,"0,00%",0,EMBRANCO,"0,75%",3,NULOS,"1,25%",5,,,,,,,,,
Aveiro,Castelo de Paiva,Fornos,PS,"53,78%",377,PPD/PSD,"34,38%",241,IL,"2,43%",17,CH,"1,57%",11,PCP-PEV,"1,43%",10,R.I.R.,"1,14%",8,B.E.,"0,86%",6,CDS-PP,"0,86%",6,PAN,"0,86%",6,L,"0,57%",4,PCTP/MRPP,"0,29%",2,VP,"0,29%",2,ADN,"0,14%",1,E,"0,00%",0,JPP,"0,00%",0,MAS,"0,00%",0,MPT,"0,00%",0,EMBRANCO,"0,86%",6,NULOS,"0,57%",4,,,,,,,,,
Aveiro,Castelo de Paiva,"Raiva, Pedorido e Paraíso",PS,"50,32%","1,101",PPD/PSD,"29,30%",641,B.E.,"4,30%",94,CH,"4,07%",89,IL,"2,88%",63,R.I.R.,"2,65%",58,PCP-PEV,"1,69%",37,CDS-PP,"0,82%",18,PAN,"0,64%",14,PCTP/MRPP,"0,55%",12,ADN,"0,37%",8,L,"0,27%",6,MAS,"0,09%",2,VP,"0,09%",2,JPP,"0,05%",1,MPT,"0,05%",1,E,"0,00%",0,EMBRANCO,"0,50%",11,NULOS,"1,37%",30,,,,,,,,,
Aveiro,Castelo de Paiva,Real,PS,"48,08%",288,PPD/PSD,"33,22%",199,CH,"4,17%",25,B.E.,"3,17%",19,R.I.R.,"2,34%",14,IL,"1,50%",9,CDS-PP,"0,83%",5,L,"0,83%",5,PAN,"0,83%",5,PCTP/MRPP,"0,67%",4,PCP-PEV,"0,50%",3,ADN,"0,33%",2,VP,"0,17%",1,E,"0,00%",0,JPP,"0,00%",0,MAS,"0,00%",0,MPT,"0,00%",0,EMBRANCO,"1,50%",9,NULOS,"1,84%",11,,,,,,,,,
Aveiro,Castelo de Paiva,Santa Maria de Sardoura,PS,"45,50%",531,PPD/PSD,"40,10%",468,IL,"2,66%",31,CH,"2,06%",24,CDS-PP,"1,63%",19,R.I.R.,"1,63%",19,B.E.,"1,54%",18,PCP-PEV,"0,94%",11,PAN,"0,86%",10,L,"0,26%",3,PCTP/MRPP,"0,26%",3,ADN,"0,17%",2,MPT,"0,17%",2,JPP,"0,09%",1,E,"0,00%",0,MAS,"0,00%",0,VP,"0,00%",0,EMBRANCO,"0,94%",11,NULOS,"1,20%",14,,,,,,,,,
Aveiro,Castelo de Paiva,São Martinho de Sardoura,PPD/PSD,"47,40%",483,PS,"37,98%",387,CH,"3,43%",35,B.E.,"2,75%",28,R.I.R.,"2,16%",22,IL,"1,67%",17,PCP-PEV,"1,08%",11,CDS-PP,"0,88%",9,L,"0,49%",5,PAN,"0,29%",3,MPT,"0,10%",1,PCTP/MRPP,"0,10%",1,VP,"0,10%",1,ADN,"0,00%",0,E,"0,00%",0,JPP,"0,00%",0,MAS,"0,00%",0,EMBRANCO,"0,69%",7,NULOS,"0,88%",9,,,,,,,,,
Aveiro,Castelo de Paiva,Sobrado e Bairros,PS,"43,76%","1,051",PPD/PSD,"39,22%",942,CH,"3,71%",89,IL,"3,00%",72,B.E.,"1,96%",47,R.I.R.,"1,58%",38,CDS-PP,"1,21%",29,PCP-PEV,"1,17%",28,PAN,"1,12%",27,L,"0,54%",13,PCTP/MRPP,"0,33%",8,MPT,"0,17%",4,VP,"0,12%",3,ADN,"0,04%",1,E,"0,04%",1,JPP,"0,04%",1,MAS,"0,04%",1,EMBRANCO,"1,12%",27,NULOS,"0,83%",20,,,,,,,,,
Aveiro,Espinho,Anta e Guetim,PS,"44,68%","2,941",PPD/PSD,"32,94%","2,168",B.E.,"4,53%",298,CH,"4,16%",274,IL,"3,69%",243,PCP-PEV,"3,31%",218,CDS-PP,"1,64%",108,PAN,"1,20%",79,L,"0,79%",52,PCTP/MRPP,"0,74%",49,R.I.R.,"0,26%",17,MPT,"0,17%",11,ADN,"0,15%",10,VP,"0,12%",8,MAS,"0,06%",4,E,"0,05%",3,JPP,"0,03%",2,EMBRANCO,"0,93%",61,NULOS,"0,55%",36,,,,,,,,,
Aveiro,Espinho,Espinho,PPD/PSD,"39,64%","2,559",PS,"34,19%","2,207",IL,"5,84%",377,B.E.,"4,82%",311,CH,"3,89%",251,PCP-PEV,"3,67%",237,CDS-PP,"2,04%",132,PAN,"1,66%",107,L,"1,18%",76,PCTP/MRPP,"0,22%",14,ADN,"0,15%",10,MPT,"0,15%",10,R.I.R.,"0,15%",10,VP,"0,14%",9,JPP,"0,05%",3,MAS,"0,05%",3,E,"0,03%",2,EMBRANCO,"1,21%",78,NULOS,"0,93%",60,,,,,,,,,
Aveiro,Espinho,Paramos,PS,"51,59%",894,PPD/PSD,"26,26%",455,B.E.,"4,39%",76,IL,"3,81%",66,CH,"3,58%",62,PCP-PEV,"3,12%",54,CDS-PP,"1,56%",27,PAN,"1,33%",23,PCTP/MRPP,"0,63%",11,L,"0,40%",7,R.I.R.,"0,35%",6,ADN,"0,23%",4,JPP,"0,17%",3,MAS,"0,17%",3,VP,"0,17%",3,MPT,"0,12%",2,E,"0,00%",0,EMBRANCO,"1,04%",18,NULOS,"1,10%",19,,,,,,,,,
Aveiro,Espinho,Silvalde,PS,"55,40%","1,903",PPD/PSD,"22,53%",774,CH,"4,19%",144,B.E.,"3,99%",137,PCP-PEV,"3,96%",136,IL,"3,06%",105,PAN,"1,19%",41,CDS-PP,"1,14%",39,PCTP/MRPP,"0,67%",23,R.I.R.,"0,67%",23,L,"0,64%",22,ADN,"0,23%",8,MPT,"0,12%",4,VP,"0,12%",4,MAS,"0,09%",3,JPP,"0,06%",2,E,"0,03%",1,EMBRANCO,"0,90%",31,NULOS,"1,02%",35,,,,,,,,,
Aveiro,Estarreja,Avanca,PS,"43,58%","1,228",PPD/PSD,"33,29%",938,CH,"6,03%",170,B.E.,"3,37%",95,IL,"3,23%",91,CDS-PP,"2,38%",67,PCP-PEV,"2,16%",61,L,"1,06%",30,PAN,"0,85%",24,R.I.R.,"0,39%",11,PCTP/MRPP,"0,35%",10,MPT,"0,28%",8,ADN,"0,14%",4,JPP,"0,14%",4,MAS,"0,14%",4,VP,"0,04%",1,E,"0,00%",0,EMBRANCO,"1,67%",47,NULOS,"0,89%",25,,,,,,,,,
Aveiro,Estarreja,Beduído e Veiros,PS,"39,97%","1,868",PPD/PSD,"34,03%","1,59",CH,"6,68%",312,B.E.,"4,24%",198,IL,"4,13%",193,PCP-PEV,"3,08%",144,CDS-PP,"1,78%",83,PAN,"1,28%",60,L,"0,86%",40,PCTP/MRPP,"0,56%",26,R.I.R.,"0,43%",20,ADN,"0,26%",12,MAS,"0,15%",7,VP,"0,11%",5,JPP,"0,09%",4,MPT,"0,09%",4,E,"0,02%",1,EMBRANCO,"1,18%",55,NULOS,"1,09%",51,,,,,,,,,
Aveiro,Estarreja,Canelas e Fermelã,PS,"39,07%",565,PPD/PSD,"35,06%",507,CH,"5,88%",85,B.E.,"3,87%",56,CDS-PP,"3,46%",50,IL,"3,25%",47,PCP-PEV,"3,25%",47,PAN,"0,90%",13,L,"0,69%",10,R.I.R.,"0,69%",10,PCTP/MRPP,"0,55%",8,VP,"0,21%",3,MPT,"0,14%",2,ADN,"0,07%",1,E,"0,07%",1,MAS,"0,07%",1,JPP,"0,00%",0,EMBRANCO,"1,87%",27,NULOS,"0,90%",13,,,,,,,,,
Aveiro,Estarreja,Pardilhó,PS,"40,49%",630,PPD/PSD,"34,00%",529,CH,"7,52%",117,B.E.,"5,08%",79,PCP-PEV,"3,08%",48,IL,"2,12%",33,CDS-PP,"1,99%",31,PAN,"1,35%",21,PCTP/MRPP,"0,84%",13,R.I.R.,"0,45%",7,L,"0,19%",3,E,"0,13%",2,MAS,"0,06%",1,MPT,"0,06%",1,VP,"0,06%",1,ADN,"0,00%",0,JPP,"0,00%",0,EMBRANCO,"1,41%",22,NULOS,"1,16%",18,,,,,,,,,
Aveiro,Estarreja,Salreu,PS,"40,73%",721,PPD/PSD,"37,23%",659,CH,"6,55%",116,IL,"3,50%",62,B.E.,"2,71%",48,CDS-PP,"2,03%",36,PCP-PEV,"1,58%",28,PAN,"0,79%",14,L,"0,68%",12,R.I.R.,"0,56%",10,PCTP/MRPP,"0,34%",6,JPP,"0,17%",3,VP,"0,17%",3,ADN,"0,11%",2,MAS,"0,11%",2,E,"0,06%",1,MPT,"0,00%",0,EMBRANCO,"1,19%",21,NULOS,"1,47%",26,,,,,,,,,
Aveiro,Santa Maria da Feira,Argoncilhe,PS,"38,35%","1,738",PPD/PSD,"37,95%","1,72",IL,"6,18%",280,B.E.,"4,55%",206,CH,"3,91%",177,CDS-PP,"2,07%",94,PCP-PEV,"1,46%",66,PAN,"1,21%",55,L,"0,71%",32,PCTP/MRPP,"0,46%",21,R.I.R.,"0,40%",18,ADN,"0,26%",12,JPP,"0,11%",5,MAS,"0,09%",4,VP,"0,09%",4,MPT,"0,07%",3,E,"0,04%",2,EMBRANCO,"1,02%",46,NULOS,"1,08%",49,,,,,,,,,
Aveiro,Santa Maria da Feira,Arrifana,PS,"48,26%","1,549",PPD/PSD,"29,44%",945,B.E.,"5,14%",165,IL,"4,02%",129,CH,"3,74%",120,CDS-PP,"1,84%",59,PCP-PEV,"1,46%",47,PAN,"1,00%",32,L,"0,81%",26,R.I.R.,"0,56%",18,PCTP/MRPP,"0,47%",15,MAS,"0,22%",7,ADN,"0,19%",6,MPT,"0,19%",6,VP,"0,19%",6,E,"0,12%",4,JPP,"0,00%",0,EMBRANCO,"1,31%",42,NULOS,"1,06%",34,,,,,,,,,
Aveiro,Santa Maria da Feira,Caldas de São Jorge e Pigeiros,PS,"47,39%","1,008",PPD/PSD,"30,28%",644,B.E.,"5,08%",108,CH,"4,37%",93,IL,"3,20%",68,PCP-PEV,"2,44%",52,CDS-PP,"1,65%",35,PAN,"1,41%",30,L,"0,80%",17,PCTP/MRPP,"0,47%",10,R.I.R.,"0,42%",9,ADN,"0,24%",5,E,"0,09%",2,MAS,"0,09%",2,MPT,"0,09%",2,VP,"0,05%",1,JPP,"0,00%",0,EMBRANCO,"1,03%",22,NULOS,"0,89%",19,,,,,,,,,
Aveiro,Santa Maria da Feira,"Canedo, Vale e Vila Maior",PPD/PSD,"40,08%","1,824",PS,"37,35%","1,7",CH,"5,76%",262,B.E.,"4,02%",183,IL,"3,89%",177,CDS-PP,"2,13%",97,PAN,"0,79%",36,PCP-PEV,"0,77%",35,R.I.R.,"0,68%",31,L,"0,66%",30,PCTP/MRPP,"0,37%",17,MPT,"0,26%",12,E,"0,09%",4,JPP,"0,09%",4,VP,"0,09%",4,ADN,"0,07%",3,MAS,"0,02%",1,EMBRANCO,"1,19%",54,NULOS,"1,69%",77,,,,,,,,,
Aveiro,Santa Maria da Feira,Escapães,PS,"43,93%",832,PPD/PSD,"34,00%",644,B.E.,"5,39%",102,CH,"4,33%",82,IL,"3,48%",66,PAN,"1,85%",35,CDS-PP,"1,53%",29,PCP-PEV,"1,43%",27,L,"0,58%",11,R.I.R.,"0,53%",10,PCTP/MRPP,"0,42%",8,VP,"0,21%",4,MAS,"0,16%",3,ADN,"0,11%",2,E,"0,00%",0,JPP,"0,00%",0,MPT,"0,00%",0,EMBRANCO,"1,11%",21,NULOS,"0,95%",18,,,,,,,,,
Aveiro,Santa Maria da Feira,Fiães,PS,"45,46%","1,773",PPD/PSD,"31,41%","1,225",B.E.,"5,62%",219,CH,"3,90%",152,IL,"3,90%",152,PCP-PEV,"2,72%",106,CDS-PP,"1,31%",51,PAN,"1,26%",49,L,"0,74%",29,R.I.R.,"0,46%",18,PCTP/MRPP,"0,41%",16,VP,"0,15%",6,JPP,"0,13%",5,ADN,"0,10%",4,MPT,"0,10%",4,MAS,"0,05%",2,E,"0,03%",1,EMBRANCO,"1,33%",52,NULOS,"0,92%",36,,,,,,,,,
Aveiro,Santa Maria da Feira,Fornos,PS,"44,47%",812,PPD/PSD,"33,41%",610,B.E.,"5,37%",98,IL,"5,31%",97,CH,"4,11%",75,CDS-PP,"1,59%",29,PCP-PEV,"1,31%",24,PAN,"0,99%",18,L,"0,71%",13,MPT,"0,27%",5,R.I.R.,"0,27%",5,MAS,"0,16%",3,PCTP/MRPP,"0,16%",3,ADN,"0,11%",2,JPP,"0,11%",2,VP,"0,11%",2,E,"0,00%",0,EMBRANCO,"1,10%",20,NULOS,"0,44%",8,,,,,,,,,
Aveiro,Santa Maria da Feira,"Lobão, Gião, Louredo e Guisande",PS,"41,03%","2,123",PPD/PSD,"36,43%","1,885",CH,"6,07%",314,IL,"4,37%",226,B.E.,"3,59%",186,CDS-PP,"1,76%",91,PAN,"1,22%",63,PCP-PEV,"1,04%",54,R.I.R.,"0,68%",35,L,"0,66%",34,PCTP/MRPP,"0,41%",21,ADN,"0,23%",12,VP,"0,21%",11,E,"0,14%",7,MAS,"0,10%",5,MPT,"0,08%",4,JPP,"0,02%",1,EMBRANCO,"0,93%",48,NULOS,"1,04%",54,,,,,,,,,
Aveiro,Santa Maria da Feira,Lourosa,PS,"45,91%","2,094",PPD/PSD,"32,87%","1,499",CH,"4,63%",211,B.E.,"4,49%",205,IL,"4,14%",189,CDS-PP,"1,40%",64,PAN,"1,05%",48,PCP-PEV,"0,86%",39,L,"0,70%",32,R.I.R.,"0,66%",30,PCTP/MRPP,"0,37%",17,MAS,"0,18%",8,ADN,"0,13%",6,MPT,"0,13%",6,JPP,"0,07%",3,VP,"0,07%",3,E,"0,04%",2,EMBRANCO,"0,99%",45,NULOS,"1,32%",60,,,,,,,,,
Aveiro,Santa Maria da Feira,Milheirós de Poiares,PS,"48,96%",993,PPD/PSD,"29,09%",590,CH,"5,67%",115,B.E.,"3,99%",81,IL,"3,50%",71,PAN,"1,87%",38,CDS-PP,"1,28%",26,PCP-PEV,"0,79%",16,L,"0,74%",15,R.I.R.,"0,64%",13,PCTP/MRPP,"0,39%",8,MAS,"0,25%",5,VP,"0,20%",4,MPT,"0,15%",3,E,"0,10%",2,ADN,"0,00%",0,JPP,"0,00%",0,EMBRANCO,"1,28%",26,NULOS,"1,08%",22,,,,,,,,,
Aveiro,Santa Maria da Feira,Mozelos,PS,"45,34%","1,825",PPD/PSD,"30,26%","1,218",IL,"5,57%",224,B.E.,"5,02%",202,CH,"4,67%",188,PAN,"1,76%",71,PCP-PEV,"1,39%",56,CDS-PP,"0,99%",40,R.I.R.,"0,75%",30,L,"0,52%",21,ADN,"0,37%",15,PCTP/MRPP,"0,37%",15,MPT,"0,27%",11,MAS,"0,20%",8,E,"0,17%",7,JPP,"0,02%",1,VP,"0,02%",1,EMBRANCO,"1,32%",53,NULOS,"0,97%",39,,,,,,,,,
Aveiro,Santa Maria da Feira,Nogueira da Regedoura,PS,"44,19%","1,415",PPD/PSD,"34,17%","1,094",CH,"4,75%",152,B.E.,"4,68%",150,IL,"4,03%",129,PCP-PEV,"1,66%",53,PAN,"1,53%",49,CDS-PP,"1,06%",34,L,"0,69%",22,PCTP/MRPP,"0,41%",13,R.I.R.,"0,37%",12,ADN,"0,22%",7,MPT,"0,16%",5,E,"0,06%",2,JPP,"0,06%",2,VP,"0,06%",2,MAS,"0,03%",1,EMBRANCO,"1,31%",42,NULOS,"0,56%",18,,,,,,,,,
Aveiro,Santa Maria da Feira,Paços de Brandão,PS,"38,32%","1,089",PPD/PSD,"38,11%","1,083",IL,"5,31%",151,B.E.,"4,75%",135,CH,"3,73%",106,CDS-PP,"2,11%",60,PCP-PEV,"1,76%",50,PAN,"1,34%",38,L,"0,67%",19,PCTP/MRPP,"0,46%",13,MPT,"0,39%",11,R.I.R.,"0,32%",9,ADN,"0,25%",7,VP,"0,14%",4,JPP,"0,11%",3,MAS,"0,11%",3,E,"0,04%",1,EMBRANCO,"1,30%",37,NULOS,"0,81%",23,,,,,,,,,
Aveiro,Santa Maria da Feira,Rio Meão,PS,"44,97%","1,242",PPD/PSD,"34,47%",952,B.E.,"4,85%",134,CH,"4,09%",113,IL,"3,37%",93,CDS-PP,"1,67%",46,PCP-PEV,"1,52%",42,PAN,"0,98%",27,R.I.R.,"0,54%",15,L,"0,51%",14,PCTP/MRPP,"0,43%",12,ADN,"0,29%",8,MPT,"0,14%",4,E,"0,07%",2,VP,"0,07%",2,MAS,"0,04%",1,JPP,"0,00%",0,EMBRANCO,"0,98%",27,NULOS,"1,01%",28,,,,,,,,,
Aveiro,Santa Maria da Feira,Romariz,PS,"41,97%",643,PPD/PSD,"38,32%",587,CH,"5,55%",85,B.E.,"3,26%",50,CDS-PP,"2,94%",45,IL,"2,94%",45,PAN,"0,65%",10,PCP-PEV,"0,39%",6,L,"0,33%",5,MAS,"0,33%",5,PCTP/MRPP,"0,33%",5,VP,"0,26%",4,R.I.R.,"0,20%",3,ADN,"0,13%",2,MPT,"0,13%",2,E,"0,00%",0,JPP,"0,00%",0,EMBRANCO,"1,31%",20,NULOS,"0,98%",15,,,,,,,,,
Aveiro,Santa Maria da Feira,Sanguedo,PS,"41,44%",796,PPD/PSD,"36,54%",702,CH,"5,52%",106,IL,"3,90%",75,B.E.,"3,70%",71,PCP-PEV,"1,72%",33,CDS-PP,"1,56%",30,PAN,"1,30%",25,R.I.R.,"0,62%",12,ADN,"0,47%",9,L,"0,42%",8,PCTP/MRPP,"0,42%",8,MAS,"0,16%",3,E,"0,05%",1,VP,"0,05%",1,JPP,"0,00%",0,MPT,"0,00%",0,EMBRANCO,"0,83%",16,NULOS,"1,30%",25,,,,,,,,,
Aveiro,Santa Maria da Feira,"Santa Maria da Feira, Travanca, Sanfins e Espargo",PPD/PSD,"38,37%","4,055",PS,"37,00%","3,91",IL,"6,81%",720,B.E.,"5,52%",583,CH,"3,79%",400,CDS-PP,"1,69%",179,PAN,"1,44%",152,PCP-PEV,"1,39%",147,L,"0,85%",90,R.I.R.,"0,38%",40,PCTP/MRPP,"0,28%",30,ADN,"0,19%",20,VP,"0,16%",17,MAS,"0,13%",14,MPT,"0,13%",14,JPP,"0,04%",4,E,"0,02%",2,EMBRANCO,"1,13%",119,NULOS,"0,68%",72,,,,,,,,,
Aveiro,Santa Maria da Feira,Santa Maria de Lamas,PS,"43,28%","1,207",PPD/PSD,"33,02%",921,IL,"6,06%",169,B.E.,"4,95%",138,CH,"4,41%",123,CDS-PP,"1,65%",46,PAN,"1,47%",41,PCP-PEV,"1,08%",30,L,"0,65%",18,PCTP/MRPP,"0,36%",10,R.I.R.,"0,36%",10,MPT,"0,25%",7,VP,"0,11%",3,MAS,"0,07%",2,ADN,"0,04%",1,E,"0,04%",1,JPP,"0,00%",0,EMBRANCO,"1,04%",29,NULOS,"1,18%",33,,,,,,,,,
Aveiro,Santa Maria da Feira,São João de Ver,PS,"44,33%","2,43",PPD/PSD,"32,22%","1,766",B.E.,"5,02%",275,CH,"4,83%",265,IL,"4,74%",260,PCP-PEV,"1,57%",86,CDS-PP,"1,46%",80,PAN,"1,42%",78,L,"0,93%",51,PCTP/MRPP,"0,51%",28,R.I.R.,"0,29%",16,ADN,"0,24%",13,MPT,"0,22%",12,MAS,"0,11%",6,JPP,"0,05%",3,VP,"0,05%",3,E,"0,02%",1,EMBRANCO,"1,04%",57,NULOS,"0,93%",51,,,,,,,,,
Aveiro,Santa Maria da Feira,São Miguel de Souto e Mosteirô,PS,"49,44%","1,716",PPD/PSD,"30,57%","1,061",B.E.,"4,75%",165,CH,"3,83%",133,IL,"3,14%",109,CDS-PP,"1,56%",54,PAN,"1,21%",42,PCP-PEV,"0,69%",24,R.I.R.,"0,69%",24,L,"0,66%",23,PCTP/MRPP,"0,46%",16,ADN,"0,20%",7,MAS,"0,17%",6,MPT,"0,12%",4,E,"0,06%",2,VP,"0,06%",2,JPP,"0,03%",1,EMBRANCO,"1,33%",46,NULOS,"1,04%",36,,,,,,,,,
Aveiro,Santa Maria da Feira,São Paio de Oleiros,PS,"46,89%","1,009",PPD/PSD,"28,53%",614,B.E.,"5,25%",113,CH,"5,02%",108,PCP-PEV,"4,79%",103,IL,"3,39%",73,CDS-PP,"1,25%",27,PAN,"1,16%",25,PCTP/MRPP,"0,74%",16,L,"0,46%",10,ADN,"0,19%",4,MPT,"0,19%",4,R.I.R.,"0,19%",4,VP,"0,09%",2,MAS,"0,05%",1,E,"0,00%",0,JPP,"0,00%",0,EMBRANCO,"0,84%",18,NULOS,"0,98%",21,,,,,,,,,
Aveiro,Ílhavo,Gafanha da Encarnação,PPD/PSD,"34,35%",813,PS,"33,84%",801,CH,"10,10%",239,IL,"6,04%",143,B.E.,"5,20%",123,CDS-PP,"2,37%",56,PAN,"1,69%",40,L,"1,01%",24,PCP-PEV,"0,97%",23,R.I.R.,"0,51%",12,MPT,"0,46%",11,ADN,"0,38%",9,PCTP/MRPP,"0,34%",8,VP,"0,17%",4,E,"0,08%",2,MAS,"0,04%",1,JPP,"0,00%",0,EMBRANCO,"1,56%",37,NULOS,"0,89%",21,,,,,,,,,
Aveiro,Ílhavo,Gafanha da Nazaré,PS,"35,72%","2,504",PPD/PSD,"32,76%","2,297",CH,"8,60%",603,IL,"6,33%",444,B.E.,"5,19%",364,CDS-PP,"2,30%",161,PAN,"2,00%",140,PCP-PEV,"1,85%",130,L,"1,18%",83,PCTP/MRPP,"0,53%",37,R.I.R.,"0,48%",34,MPT,"0,21%",15,ADN,"0,19%",13,MAS,"0,10%",7,VP,"0,09%",6,E,"0,06%",4,JPP,"0,06%",4,EMBRANCO,"1,61%",113,NULOS,"0,74%",52,,,,,,,,,
Aveiro,Ílhavo,Gafanha do Carmo,PS,"34,94%",254,PPD/PSD,"33,84%",246,CH,"8,53%",62,B.E.,"5,78%",42,IL,"2,89%",21,CDS-PP,"2,61%",19,PAN,"1,93%",14,PCP-PEV,"1,38%",10,ADN,"1,10%",8,VP,"0,83%",6,L,"0,55%",4,R.I.R.,"0,55%",4,PCTP/MRPP,"0,41%",3,MPT,"0,14%",1,E,"0,00%",0,JPP,"0,00%",0,MAS,"0,00%",0,EMBRANCO,"3,30%",24,NULOS,"1,24%",9,,,,,,,,,
Aveiro,Ílhavo,Ílhavo (São Salvador),PS,"38,75%","3,112",PPD/PSD,"31,98%","2,568",CH,"6,96%",559,B.E.,"5,84%",469,IL,"5,79%",465,PCP-PEV,"1,84%",148,PAN,"1,78%",143,CDS-PP,"1,67%",134,L,"1,38%",111,R.I.R.,"0,47%",38,PCTP/MRPP,"0,26%",21,ADN,"0,25%",20,MAS,"0,21%",17,MPT,"0,19%",15,VP,"0,19%",15,E,"0,04%",3,JPP,"0,00%",0,EMBRANCO,"1,57%",126,NULOS,"0,82%",66,,,,,,,,,
Aveiro,Mealhada,Barcouço,PS,"48,96%",518,PPD/PSD,"23,63%",250,CH,"7,09%",75,B.E.,"5,58%",59,PCP-PEV,"3,40%",36,IL,"2,84%",30,L,"1,42%",15,CDS-PP,"1,13%",12,PAN,"1,13%",12,VP,"0,47%",5,R.I.R.,"0,38%",4,ADN,"0,28%",3,JPP,"0,19%",2,MPT,"0,19%",2,PCTP/MRPP,"0,19%",2,E,"0,00%",0,MAS,"0,00%",0,EMBRANCO,"2,17%",23,NULOS,"0,95%",10,,,,,,,,,
Aveiro,Mealhada,Casal Comba,PS,"50,47%",756,PPD/PSD,"25,83%",387,CH,"6,94%",104,B.E.,"4,14%",62,PCP-PEV,"3,40%",51,IL,"3,00%",45,CDS-PP,"0,87%",13,PCTP/MRPP,"0,80%",12,PAN,"0,60%",9,MAS,"0,53%",8,L,"0,40%",6,R.I.R.,"0,27%",4,VP,"0,20%",3,ADN,"0,13%",2,E,"0,13%",2,MPT,"0,13%",2,JPP,"0,07%",1,EMBRANCO,"1,34%",20,NULOS,"0,73%",11,,,,,,,,,
Aveiro,Mealhada,Luso,PS,"49,51%",611,PPD/PSD,"22,93%",283,B.E.,"7,54%",93,CH,"5,83%",72,PCP-PEV,"3,57%",44,IL,"3,24%",40,PAN,"2,19%",27,CDS-PP,"0,97%",12,L,"0,49%",6,PCTP/MRPP,"0,49%",6,R.I.R.,"0,32%",4,ADN,"0,08%",1,E,"0,08%",1,MPT,"0,08%",1,VP,"0,08%",1,JPP,"0,00%",0,MAS,"0,00%",0,EMBRANCO,"2,19%",27,NULOS,"0,41%",5,,,,,,,,,
